,id,ad,education,ofjobs,yearsexp,honors,volunteer,military,empholes,occupspecific,occupbroad,workinschool,email,computerskills,specialskills,firstname,sex,race,h,l,call,city,kind,adid,fracblack,fracwhite,lmedhhinc,fracdropout,fraccolp,linc,col,expminreq,schoolreq,eoe,parent_sales,parent_emp,branch_sales,branch_emp,fed,fracblack_empzip,fracwhite_empzip,lmedhhinc_empzip,fracdropout_empzip,fraccolp_empzip,linc_empzip,manager,supervisor,secretary,offsupport,salesrep,retailsales,req,expreq,comreq,educreq,compreq,orgreq,manuf,transcom,bankreal,trade,busservice,othservice,missind,ownership,black,female,adm,boston,college,zyearsexp,zofjobs,sumq,zsumq,sumq_med,half,qall,qallxb,qblack,qblackxb,qwhite,qwhitexb,qall_med,qallxb_med,qblack_med,qblackxb_med,qwhite_med,qwhitexb_med
4543,b,8,4,4,4,0,0,0,1,313,5,1,0,1,0,Emily,f,w,0.0,1.0,0.0,c,a,1285.0,0.10295274,0.7295252,10.292552,0.23027867,0.087097056,9.384545,1.0,2,colp,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,1,1,0,0,-0.7617862567099783,0.2777429361629978,2.2382137432900215,-0.550856084399565,0,2,0.07043677070377524,0.07043677070377524,0.05118186600948201,0.015027654108431595,0.08772649467374721,0.0858567385118073,1,1,0,0,1,1
4544,b,8,4,4,11,0,0,0,1,329,6,0,0,1,0,Latoya,f,b,0.0,1.0,0.0,c,a,1285.0,0.07601943,0.44090852,9.986772,0.27527726,0.084796116,9.041803,1.0,2,colp,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,1,1,0,0,0.6258329520126058,0.2777429361629978,2.6258329520126056,-0.328279767956755,0,2,0.07364722972436402,0.07364722972436402,0.05938788989769993,0.017865715578360527,0.08848796167445028,0.09590300507944349,1,1,1,0,1,1
4546,b,8,3,4,4,0,1,0,0,307,6,1,1,1,0,Carrie,f,w,1.0,0.0,0.0,c,s,1287.0,0.045274884,0.89817643,10.795178,0.030812073,0.59001076,11.07866,0.0,,,1.0,,,,,0.0,0.0,0.96890575,10.689898,0.10538808,0.14573938,9.779454,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,-0.7617862567099783,0.2777429361629978,3.2382137432900215,0.023357761132806593,0,2,0.04402373444948321,0.04402373444948321,0.037339632514282545,0.044033788672610326,0.04925170138268438,0.08803497263080623,0,0,0,0,0,1
4547,b,8,2,5,20,0,0,0,1,804,6,0,0,1,0,Latonya,f,b,0.0,1.0,0.0,c,a,1286.0,0.052359965,0.78635854,10.435556,0.13011211,0.28431484,9.743378,0.0,some,,0.0,,,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,1,1,1,0,0,2.4099147917987853,1.0980025475115718,4.409914791798785,0.6961647260113357,1,2,0.0991427104998509,0.0991427104998509,0.07347489863687681,0.05516652043871957,0.1294245661516767,0.16302579387607313,1,1,1,1,1,1
4548,b,8,2,3,4,0,0,0,1,21,1,0,0,1,0,Laurie,f,w,0.0,1.0,0.0,c,a,1286.0,0.9885199,0.008148465,10.112573,0.19383714,0.14505339,9.372459,0.0,some,,0.0,,,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,1,1,0,0,-0.7617862567099783,-0.5425166751855762,1.2382137432900215,-1.1250699299319364,0,2,0.0575473743356627,0.0575473743356627,0.04997123111318663,0.040933736803024215,0.0640018931638007,0.05004347429714477,0,0,0,0,0,0
4556,b,8,4,2,15,0,0,0,1,17,1,0,0,1,0,Latonya,f,b,0.0,1.0,0.0,c,a,1288.0,0.9920427,0.004814288,8.841738,0.29509342,0.05318167,8.507345,1.0,,,0.0,65.0,1175.0,,,1.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,1,1,1,0,0,1.4187582141397967,-1.3627762865341502,3.418758214139797,0.1270288960290633,0,2,0.084280525898769,0.084280525898769,0.06536275759178292,0.05171246515789341,0.10530342959350614,0.07328058495860815,1,1,1,0,1,0
4559,b,8,4,3,10,0,0,0,1,13,1,0,1,1,1,Carrie,f,w,1.0,0.0,0.0,c,s,1290.0,0.9714688,0.024071502,9.92974,0.17001754,0.14969294,9.321793,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,1,0,0,0,0.42760163648080807,-0.5425166751855762,4.427601636480809,0.7063207571115341,1,2,0.10301019650045651,0.10301019650045651,0.06338436970144422,0.09757038333327966,0.14168472813849375,0.12718290157502876,1,1,1,1,1,1
4561,b,8,4,5,4,1,0,0,1,307,6,0,0,1,1,Leroy,m,b,0.0,1.0,1.0,c,s,1290.0,0.19882353,0.5691676,10.068281,0.13971142,0.2880133,9.647498,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1,0,0,0,0,-0.7617862567099783,1.0980025475115718,3.2382137432900215,0.023357761132806593,0,2,0.1618698102652305,0.1618698102652305,0.15364782274490718,0.18756971282560275,0.1735949145145369,0.15340463746640032,1,1,1,1,1,1
4562,228,8,4,5,26,0,0,0,0,13,1,0,0,0,0,Anne,f,w,0.0,1.0,0.0,b,s,77.0,0.3424815,0.42279226,10.099547,0.19431803,0.27380133,9.654257,1.0,some,,1.0,288.0,800.0,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,1,0,1,0,3.5993026849895715,1.0980025475115718,3.5993026849895715,0.2307000309253195,1,2,0.10801465929342291,0.10801465929342291,0.08243701011324517,0.08393093530209977,0.13781592827613914,0.14542527397430344,1,1,1,1,1,1
4564,373,8,4,6,18,0,1,0,0,13,1,0,0,1,0,Brad,m,w,1.0,0.0,0.0,b,s,208.0,0.0033358606,0.9816528,10.299677,0.19075057,0.32843062,10.003831,1.0,,,0.0,,,,,,0.0031500955,0.98322904,10.873944,0.054705177,0.3091974,9.955795,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0,0,1,0,2.0134521607351896,1.9182621588601458,4.01345216073519,0.46851039401842653,1,2,0.06556934066396745,0.06556934066396745,0.07281624067014325,0.07026376103182998,0.06708859090477105,0.04012498364803911,1,1,1,1,0,0
4565,356,8,4,4,14,0,1,0,0,13,1,1,0,1,1,Brett,m,w,1.0,0.0,0.0,b,s,191.0,0.58686215,0.33786622,10.29106,0.18047258,0.1324186,9.40063,1.0,2,,1.0,7.9,,8.4,250.0,0.0,0.0038563663,0.99222404,10.765005,0.12966241,0.3078771,10.024333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,0,0,1,0,1.220526898607999,0.2777429361629978,5.220526898607999,1.161629421097352,1,2,0.1093650426338379,0.1093650426338379,0.10053255291644309,0.0891643890276837,0.1252032442783368,0.09055192447190002,1,1,1,1,1,1
4566,8,8,4,6,8,0,1,0,0,21,1,1,1,1,0,Brett,m,w,1.0,0.0,0.0,b,s,276.0,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,1.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,0,0,1,0,0.031139005417212574,1.9182621588601458,4.031139005417213,0.4786664251186249,1,2,0.0511844401571338,0.0511844401571338,0.041481797585434126,0.057937220783009405,0.06010098735543796,0.07287525773186054,0,0,0,1,0,0
4567,78,8,4,3,13,0,0,0,0,285,4,0,0,1,0,Carrie,f,w,0.0,1.0,0.0,b,s,275.0,0.43639466,0.3334244,9.967448,0.18040287,0.1447593,9.17378,1.0,2,,1.0,9.5,65.0,9.5,65.0,0.0,0.009450125,0.9693009,10.666441,0.09253938,0.21677259,9.809012,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,0,1,0,1,0,1.0222955830762013,-0.5425166751855762,2.0222955830762013,-0.6748392814962174,0,2,0.045610173107336505,0.045610173107336505,0.0443761511704507,0.05969066565986112,0.04769375617663098,0.06386228867033991,0,0,0,1,0,0
4569,356,8,4,4,8,0,0,0,0,13,1,0,0,1,0,Ebony,f,b,0.0,1.0,0.0,b,s,191.0,0.8991331,0.03651203,9.999252,0.22465636,0.086144954,9.220489,1.0,2,,1.0,7.9,,8.4,250.0,0.0,0.0038563663,0.99222404,10.765005,0.12966241,0.3078771,10.024333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,1,1,0,1,0,0.031139005417212574,0.2777429361629978,1.0311390054172125,-1.24397511147849,0,2,0.03758828643560716,0.03758828643560716,0.038960919462226025,0.05439037461355859,0.03669308706652049,0.036463765303889506,0,0,0,1,0,0
4570,261,8,4,4,2,0,1,1,0,267,4,1,1,1,0,Emily,f,w,1.0,0.0,0.0,b,s,106.0,0.049823806,0.88361394,10.48369,0.05833986,0.55080265,10.343387,1.0,some,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,0,1,0,-1.158248887773574,0.2777429361629978,3.841751112226426,0.369917274672269,1,2,0.05497030107620579,0.05497030107620579,0.04801046497063526,0.06404547658173107,0.06358705608236802,0.0711643993007528,0,0,0,1,0,0
4571,78,8,4,5,8,0,0,0,1,264,4,0,0,0,0,Hakim,m,b,0.0,1.0,0.0,b,s,275.0,0.58686215,0.33786622,10.29106,0.18047258,0.1324186,9.40063,1.0,2,,1.0,9.5,65.0,9.5,65.0,0.0,0.009450125,0.9693009,10.666441,0.09253938,0.21677259,9.809012,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,1,0,0,1,0,0.031139005417212574,1.0980025475115718,1.0311390054172125,-1.24397511147849,0,2,0.09912316629070395,0.09912316629070395,0.07471844863207251,0.06624027444754732,0.12189282998160095,0.11354014952070718,1,1,1,1,1,1
4572,228,8,4,4,14,0,1,0,0,13,1,1,0,1,1,Jamal,m,b,1.0,0.0,0.0,b,s,77.0,0.090286106,0.7915025,10.597809,0.08046371,0.5225287,10.567103,1.0,some,,1.0,288.0,800.0,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,1,0,0,1,0,1.220526898607999,0.2777429361629978,5.220526898607999,1.161629421097352,1,2,0.1093650426338379,0.1093650426338379,0.10053255291644309,0.08724170491313865,0.1252032442783368,0.09489731996196665,1,1,1,1,1,1
4574,288,8,4,3,7,0,0,0,1,274,4,0,0,0,0,Jay,m,w,0.0,1.0,0.0,b,s,130.0,0.3424815,0.42279226,10.099547,0.19431803,0.27380133,9.654257,1.0,some,,0.0,24.1,60.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Private,0,0,0,1,0,-0.16709231011458517,-0.5425166751855762,0.8329076898854149,-1.3578022774749445,0,2,0.09600739513310763,0.09600739513310763,0.07301548083750868,0.06513894323738215,0.1169970141848426,0.10830776680345078,1,1,1,1,1,1
4576,400,8,4,4,6,0,0,0,0,285,4,1,0,1,0,Jermaine,m,b,0.0,1.0,0.0,b,s,232.0,0.18953584,0.66560185,10.342871,0.17312811,0.13605343,9.4743185,1.0,some,,1.0,,,,,,0.011644526,0.96599126,10.591421,0.14559862,0.20052128,9.737433,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,0,0,1,0,-0.3653236256463829,0.2777429361629978,1.6346763743536172,-0.8974155979390274,0,2,0.04341272229526058,0.04341272229526058,0.03790072677808669,0.04056250018474377,0.047222500401932335,0.049331690694833744,0,0,0,0,0,0
4581,400,8,4,3,7,0,0,0,1,274,4,0,0,0,0,Meredith,f,w,0.0,1.0,0.0,b,s,232.0,0.14484343,0.71607727,9.967776,0.06885808,0.263203,9.643809,1.0,some,,1.0,,,,,,0.011644526,0.96599126,10.591421,0.14559862,0.20052128,9.737433,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,0,1,0,-0.16709231011458517,-0.5425166751855762,0.8329076898854149,-1.3578022774749445,0,2,0.09600739513310763,0.09600739513310763,0.07301548083750868,0.08158401941684884,0.1169970141848426,0.1303227899711859,1,1,1,1,1,1
4582,228,8,4,6,18,0,1,0,0,13,1,0,0,1,0,Meredith,f,w,1.0,0.0,0.0,b,s,77.0,0.72772217,0.09640764,9.819562,0.23958375,0.08863283,9.081825,1.0,some,,1.0,288.0,800.0,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,1,0,1,0,2.0134521607351896,1.9182621588601458,4.01345216073519,0.46851039401842653,1,2,0.06556934066396745,0.06556934066396745,0.07281624067014325,0.08317172326390332,0.06708859090477105,0.06671725229431476,1,1,1,1,0,0
4585,288,8,4,4,2,0,1,1,0,267,4,1,1,1,0,Rasheed,m,b,1.0,0.0,0.0,b,s,130.0,0.58686215,0.33786622,10.29106,0.18047258,0.1324186,9.40063,1.0,some,,0.0,24.1,60.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Private,1,0,0,1,0,-1.158248887773574,0.2777429361629978,3.841751112226426,0.369917274672269,1,2,0.05497030107620579,0.05497030107620579,0.04801046497063526,0.050483369565185905,0.06358705608236802,0.05729601701957241,0,0,0,0,0,0
4586,261,8,4,3,7,0,0,0,1,274,4,0,0,0,0,Sarah,f,w,0.0,1.0,0.0,b,s,106.0,0.43639466,0.3334244,9.967448,0.18040287,0.1447593,9.17378,1.0,some,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,0,1,0,-0.16709231011458517,-0.5425166751855762,0.8329076898854149,-1.3578022774749445,0,2,0.09600739513310763,0.09600739513310763,0.07301548083750868,0.08158401941684884,0.1169970141848426,0.1303227899711859,1,1,1,1,1,1
4587,400,8,4,4,2,0,1,1,0,267,4,1,1,1,0,Sarah,f,w,1.0,0.0,0.0,b,s,232.0,0.30346343,0.47189152,10.230702,0.18962882,0.11975552,9.334149,1.0,some,,1.0,,,,,,0.011644526,0.96599126,10.591421,0.14559862,0.20052128,9.737433,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,0,1,0,-1.158248887773574,0.2777429361629978,3.841751112226426,0.369917274672269,1,2,0.05497030107620579,0.05497030107620579,0.04801046497063526,0.06404547658173107,0.06358705608236802,0.0711643993007528,0,0,0,1,0,0
4592,373,8,4,4,14,0,1,0,0,13,1,1,0,1,1,Tremayne,m,b,1.0,0.0,0.0,b,s,208.0,0.43639466,0.3334244,9.967448,0.18040287,0.1447593,9.17378,1.0,,,0.0,,,,,,0.0031500955,0.98322904,10.873944,0.054705177,0.3091974,9.955795,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,0,0,1,0,1.220526898607999,0.2777429361629978,5.220526898607999,1.161629421097352,1,2,0.1093650426338379,0.1093650426338379,0.10053255291644309,0.09188988657233033,0.1252032442783368,0.07366623612250445,1,1,1,1,1,0
4595,a,81b,4,5,26,0,0,0,0,13,1,0,0,0,0,Jill,f,w,0.0,1.0,0.0,b,s,368.0,0.18953584,0.66560185,10.342871,0.17312811,0.13605343,9.4743185,1.0,,,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,0,1,0,3.5993026849895715,1.0980025475115718,3.5993026849895715,0.2307000309253195,1,2,0.10801465929342291,0.10801465929342291,0.08243701011324517,0.08844777320735164,0.13781592827613914,0.11622157326379812,1,1,1,1,1,1
4596,a,81b,4,6,18,0,1,0,0,13,1,0,0,1,0,Tamika,f,b,1.0,0.0,0.0,b,s,368.0,0.58686215,0.33786622,10.29106,0.18047258,0.1324186,9.40063,1.0,,,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,1,0,1,0,2.0134521607351896,1.9182621588601458,4.01345216073519,0.46851039401842653,1,2,0.06556934066396745,0.06556934066396745,0.07281624067014325,0.08765814474207329,0.06708859090477105,0.050655977032197916,1,1,1,1,0,0
4598,a,82b,4,5,8,0,0,0,0,267,4,1,0,1,0,Aisha,f,b,0.0,1.0,0.0,b,s,369.0,0.30346343,0.47189152,10.230702,0.18962882,0.11975552,9.334149,1.0,some,,1.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Private,1,1,0,1,0,0.031139005417212574,1.0980025475115718,2.0311390054172125,-0.6697612659461185,0,2,0.04684652830311748,0.04684652830311748,0.039952159340007794,0.0538679580499765,0.052263800463486464,0.06872825342244573,0,0,0,0,0,0
4604,a,83b,4,4,8,0,0,0,0,13,1,0,0,1,0,Sarah,f,w,0.0,1.0,0.0,b,s,370.0,0.009224333,0.96591455,10.144078,0.17773129,0.1453947,9.593764,1.0,some,,1.0,,,,,1.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Public,0,1,0,1,0,0.031139005417212574,0.2777429361629978,1.0311390054172125,-1.24397511147849,0,2,0.03758828643560716,0.03758828643560716,0.038960919462226025,0.05439037461355859,0.03669308706652049,0.036463765303889506,0,0,0,1,0,0
4609,a,84b,4,4,8,0,0,0,0,13,1,0,0,1,0,Meredith,f,w,0.0,1.0,0.0,b,s,371.0,0.090286106,0.7915025,10.597809,0.08046371,0.5225287,10.567103,1.0,,,0.0,201.1,300.0,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Private,0,1,0,1,0,0.031139005417212574,0.2777429361629978,1.0311390054172125,-1.24397511147849,0,2,0.03758828643560716,0.03758828643560716,0.038960919462226025,0.07362782935815422,0.03669308706652049,0.057379134684344926,0,0,0,1,0,0
4616,a,86b,4,7,5,0,1,0,0,285,4,1,0,1,1,Neil,m,w,1.0,0.0,0.0,b,s,372.0,0.14484343,0.71607727,9.967776,0.06885808,0.263203,9.643809,1.0,3,,1.0,20.7,650.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Private,0,0,0,1,0,-0.5635549411781806,2.73852177020872,3.4364450588218194,0.13718492712926117,0,2,0.08186819193160605,0.08186819193160605,0.08255852526762364,0.0777731216488199,0.08528539496665694,0.07290271599328936,1,1,1,1,1,0
4620,b,87,4,6,9,0,1,0,0,285,3,1,1,1,0,Lakisha,f,b,1.0,0.0,0.0,b,a,1292.0,0.0033358606,0.9816528,10.299677,0.19075057,0.32843062,10.003831,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,1,1,1,0,0.2293703209490103,1.9182621588601458,4.229370320949011,0.5924935911150795,1,2,0.05311225117850661,0.05311225117850661,0.04257352704194395,0.07450489843242891,0.06308639852080271,0.10963987049534013,0,0,0,1,0,1
4624,a,87b,4,4,6,0,0,0,0,285,4,1,0,1,0,Kristen,f,w,0.0,1.0,0.0,b,s,373.0,0.0033358606,0.9816528,10.299677,0.19075057,0.32843062,10.003831,1.0,1,,0.0,3.4,20.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,0,1,0,1,0,-0.3653236256463829,0.2777429361629978,1.6346763743536172,-0.8974155979390274,0,2,0.04341272229526058,0.04341272229526058,0.03790072677808669,0.05074180310649435,0.047222500401932335,0.06495207502108681,0,0,0,0,0,0
4625,a,87b,4,6,8,0,1,0,0,21,1,1,1,1,0,Tamika,f,b,1.0,0.0,0.0,b,s,373.0,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,1.0,1,,0.0,3.4,20.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,1,1,0,1,0,0.031139005417212574,1.9182621588601458,4.031139005417213,0.4786664251186249,1,2,0.0511844401571338,0.0511844401571338,0.041481797585434126,0.05259035679053112,0.06010098735543796,0.0625221826439393,0,0,0,0,0,0
4626,a,88b,4,4,20,0,1,0,0,267,4,0,0,0,0,Brett,m,w,1.0,0.0,0.0,b,s,374.0,0.43639466,0.3334244,9.967448,0.18040287,0.1447593,9.17378,1.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Private,0,0,0,1,0,2.4099147917987853,0.2777429361629978,3.4099147917987853,0.12195088047896412,0,2,0.10444093919887049,0.10444093919887049,0.10100137975152657,0.10857783437570706,0.11692503467206788,0.15353196015566806,1,1,1,1,1,1
4627,a,88b,4,7,5,0,1,0,0,285,4,1,0,1,1,Darnell,m,b,1.0,0.0,0.0,b,s,374.0,0.009224333,0.96591455,10.144078,0.17773129,0.1453947,9.593764,1.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Private,1,0,0,1,0,-0.5635549411781806,2.73852177020872,3.4364450588218194,0.13718492712926117,0,2,0.08186819193160605,0.08186819193160605,0.08255852526762364,0.10279109580240753,0.08528539496665694,0.10778643275075445,1,1,1,1,1,1
4628,a,88b,4,5,8,0,0,0,1,264,4,0,0,0,0,Ebony,f,b,0.0,1.0,0.0,b,s,374.0,0.43639466,0.3334244,9.967448,0.18040287,0.1447593,9.17378,1.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Private,1,1,0,1,0,0.031139005417212574,1.0980025475115718,1.0311390054172125,-1.24397511147849,0,2,0.09912316629070395,0.09912316629070395,0.07471844863207251,0.10907242944280571,0.12189282998160095,0.18913703353784228,1,1,1,1,1,1
4629,a,88b,4,3,13,0,0,0,0,285,4,0,0,1,0,Meredith,f,w,0.0,1.0,0.0,b,s,374.0,0.14484343,0.71607727,9.967776,0.06885808,0.263203,9.643809,1.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Private,0,1,0,1,0,1.0222955830762013,-0.5425166751855762,2.0222955830762013,-0.6748392814962174,0,2,0.045610173107336505,0.045610173107336505,0.0443761511704507,0.08031266222113809,0.04769375617663098,0.095603910770092,0,0,0,1,0,1
4631,b,89,3,3,7,0,0,0,1,385,6,1,0,1,1,Kristen,f,w,0.0,1.0,0.0,b,a,1293.0,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,0.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0,1,1,1,0,-0.16709231011458517,-0.5425166751855762,3.832907689885415,0.3648392591221703,1,2,0.12111328637917845,0.12111328637917845,0.08328295722716067,0.16574181361093365,0.15825474206312423,0.2266185488168312,1,1,1,1,1,1
4633,b,89,4,6,9,0,1,0,1,285,3,1,1,1,0,Sarah,f,w,1.0,0.0,0.0,b,a,1293.0,0.8991331,0.03651203,9.999252,0.22465636,0.086144954,9.220489,1.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0,1,1,1,0,0.2293703209490103,1.9182621588601458,5.229370320949011,1.166707436647451,1,2,0.09022004594854399,0.09022004594854399,0.059955689172879696,0.12698661188213012,0.12246689745054556,0.15763188729553906,1,1,1,1,1,1
4634,a,8b,4,4,6,0,0,0,0,285,4,1,0,1,0,Brad,m,w,0.0,1.0,0.0,b,s,375.0,0.018669743,0.8738047,10.039984,0.27488542,0.09255943,9.381095,1.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,0,0,1,0,-0.3653236256463829,0.2777429361629978,1.6346763743536172,-0.8974155979390274,0,2,0.04341272229526058,0.04341272229526058,0.03790072677808669,0.05594091010261753,0.047222500401932335,0.07560845744949779,0,0,0,1,0,0
